Fecha_emision;Numero;Codigo_articulo;Articulo;Presentacion;Precio_UNitario_con_iva
2/8/2024;1124;1652;Buña Perimetral 15 x 8.5 x 2.600 mm;Unidad;3.998,56
2/8/2024;1124;1845;Masilla Secado Rápido Bolsa x 20 kg;Unidad;38.048,11
2/8/2024;1124;725;Tornillo T2 Pta Aguja x un;Unidad;15,93917641
2/8/2024;1124;434;Pastina Impermeable x 2 kg;Unidad;9.260,98
2/8/2024;1124;442;Pegamento p/ Porcelanato x 30 kg;Unidad;17.064,22
2/8/2024;1124;213;Flete;Unidad;23.016,05
2/8/2024;1125;1696;Hierro Nerv Ø6mm x 6mts;Unidad;4.145,64
2/8/2024;1125;303;Hierro Nerv Ø8mm x 12 mts;Unidad;7.181,18
2/8/2024;1125;297;Hierro Nerv Ø12mm x 12 mts;Unidad;15.990,40
31/7/2024;1119;17;Alambre Negro nº 16 x kg;Kilos;3.224,15
31/7/2024;1120;116;Cemento Normal x 50 kg;Unidad;7.936,09
31/7/2024;1121;320;Ladrillo Comun x un;Unidad;155,4232161
31/7/2024;1122;33;Arena x m3;metro 3;14.824,82
24/7/2024;1114;1865;Cinta Aluminizada Aislante AA 48mm x 25mts;Unidad;7.566,31
24/7/2024;1114;1866;Caja Preinstalación p/ Desague Horiz/ Vert 39 x 11;Unidad;2.341,56
24/7/2024;1114;1867;Cinta PVC s/ Adhesivo 72mm x 20mts;Unidad;1.682,19
24/7/2024;1114;1868;Aislación p/ Caño Cobre 5/8 x 3mts;Unidad;2.233,28
24/7/2024;1114;1869;Aislación p/ Caño Cobre 3/8 x 3mts;Unidad;1.592,71
24/7/2024;1114;1870;Aislación p/ Caño Cobre 1/4 x 3mts;Unidad;1.281,09
24/7/2024;1114;1871;Caño Cobre 5/8 x mts (15 mts =5,20kg);mts;31.420,33
24/7/2024;1114;1872;Caño Cobre 3/8 x mts (15 mts =3,00kg);mts;31.419,98
24/7/2024;1114;1873;Caño Cobre 1/4 x mts (15 mts =1,92kg);mts;31.419,63
24/7/2024;1115;1874;Cable Subterraneo 5 x 1.5 mm;mts;4.720,71
24/7/2024;1115;1875;Cable Subterraneo 3 x 2.5 mm;mts;4.028,52
24/7/2024;1115;1876;"Caño Corrugado PVC Ø3/4""";mts;441,0996858
24/7/2024;1115;1789;DESCUENTO;Unidad;431.924,09
24/7/2024;1115;1789;DESCUENTO;Unidad;90.703,08
24/7/2024;1116;1572;Caja Montante de 120cm;Unidad;80.532,16
24/7/2024;1116;1571;Caja Montante de 95cm;Unidad;65.431,75
24/7/2024;1117;1877;Cañerías y Accesorios p/ Instalacion Calderas al 21%;Unidad;755.832,79
24/7/2024;1118;1806;Perfil C Galva 120x50x15x 1.6mm x 12 mts;Unidad;86.331,74
24/7/2024;1118;1824;Chapa Galva Lisa  Nº25 1.22 x 2.44mts x un;Unidad;26.005,49
24/7/2024;1118;712;"Tornillo Aut c/ Arand 14"" x  2"" x un";Unidad;165,6414768
24/7/2024;1118;1521;Chapa Sinusoidal Galv Color Ancho 1,10 x mts;mts;15.247,05
23/7/2024;1113;280;Griferia Varias Lavatorio;Unidad;88.826,52
23/7/2024;1113;273;Griferia Varias Bidet;Unidad;96.893,21
23/7/2024;1113;275;Griferia Varias Cocina;Unidad;124.250,39
11/7/2024;1112;297;Hierro Nerv Ø12mm x 12 mts;Unidad;15.957,52
10/7/2024;1110;110;Caño PVC Ø110 x 3,2 x 4mts;Unidad;15.364,46
10/7/2024;1110;1436;Caño PVC Ø63 x 3,2 x 4mts;Unidad;8.356,06
10/7/2024;1110;111;Caño PVC Ø40 x 3,2 x 4mts;Unidad;5.475,00
10/7/2024;1110;608;PVC Codo a 90° Ø110 3,2;Unidad;1.811,31
10/7/2024;1110;1014;PVC Codo a 90? MH ?63 3,2 Awaduct;Unidad;817,2458309
10/7/2024;1110;1456;PVC Codo a 90° Ø40 3.2;Unidad;380,3449534
10/7/2024;1110;1002;PVC Codo a 45? MH ?110 3,2 Awaduct;Unidad;1.673,05
10/7/2024;1110;1005;PVC Codo a 45? MH ?63 3,2 Awaduct;Unidad;776,675187
10/7/2024;1110;1003;PVC Codo a 45? MH ?40 3,2 Awaduct;Unidad;352,5394126
10/7/2024;1110;1444;PVC Cupla Ø110;Unidad;1.726,87
10/7/2024;1110;1445;PVC Cupla Ø63;Unidad;866,5894815
10/7/2024;1110;1447;PVC Cupla Ø40;Unidad;532,7881128
10/7/2024;1110;1037;PVC Ramal Y MH ?110 x ?110 3,2 Awaduct;Unidad;3.825,75
10/7/2024;1110;1032;PVC Ramal 90? MH ?110 x ?63 3,2 Awaduct;Unidad;2.614,32
10/7/2024;1110;929;PVC Ramal Y MH ?40 3,2 Awaduct;Unidad;1.481,35
10/7/2024;1110;1437;PVC Pileta de Patio 5 Entradas Ø63 x Ø40 c/ Sifon;Unidad;3.604,51
10/7/2024;1110;1530;PVC Boca de Acceso 90° Ø63 x Ø50 3,2;Unidad;3.764,76
10/7/2024;1110;1646;PVC CODO 90 C/ ACOM. 110 X 63;Unidad;5.620,36
10/7/2024;1110;1601;Solucion Lubricante x 400cc;Unidad;3.247,41
10/7/2024;1110;97;Camara Inspeccion PVC 60 x 60 Completa;Unidad;28.390,14
10/7/2024;1110;1791;Aro p/ Camara Inspeccion PVC;Unidad;5.045,17
10/7/2024;1111;759;Tubo Estructural Rect 50 x 20 x mts;mts;2.886,52
10/7/2024;1238;1905;Sika Latex x 2lts;Unidad;23.701,45
1/7/2024;1108;1864;Mezcla de asiento Listo x 3 kg;Unidad;7.355,90
1/7/2024;1108;439;Pegamento HCCA p/ Bloques x 30 kg;Unidad;10.515,86
1/7/2024;1108;295;Hidrofugo x 200 lts;Unidad;159.665,18
28/6/2024;1107;317;Ladrillo Ceramico 12 x 18 x 33 cm x un;Unidad;387,602292
28/6/2024;1107;318;Ladrillo Ceramico 18 x 18 x 33 cm x un;Unidad;589,1003756
28/6/2024;1107;319;Ladrillo Ceramico 8 x 18 x 33 cm x un;Unidad;345,2407735
28/6/2024;1107;57;Bloque Brimax de HCCA 60x20x20;Unidad;4.764,55
28/6/2024;1107;58;Bloque Brimax de HCCA 60x20x25;Unidad;5.936,12
27/6/2024;1256;774;Tubo PVC p/ Luz Semi Pesado 20mm x 3mts;Unidad;1.400,26
27/6/2024;1256;1489;Caja PVC p/ Embutir Octogonal Chica P/ Electricidad;Unidad;399,0640187
27/6/2024;1256;970;Gancho Centro 3/16 ;Unidad;721,9382344
27/6/2024;1256;145;Conector PVC p/ Tubo Semi Pesado 20mm;Unidad;119,8265204
27/6/2024;1256;778;Union PVC p/ Tubo Semi Pesado 20mm;Unidad;89,28397744
27/6/2024;1256;775;Tubo PVC p/ Luz Semi Pesado 25mm x 3mts;Unidad;1.977,65
27/6/2024;1256;779;Union PVC p/ Tubo Semi Pesado 25mm;Unidad;128,709858
27/6/2024;1256;85;Caja PVC p/ Embutir Octogonal Grande P/ Electricidad;Unidad;775,9151236
27/6/2024;1256;86;Caja PVC p/ Embutir Rectangular P/ Electricidad;Unidad;399,0374504
27/6/2024;1256;84;Caja PVC p/ Embutir Cuadrada P/ Electricidad;Unidad;912,0713707
27/6/2024;1256;1911;Caja PVC p/ Embutir Cuadrada chica (mignon 5x5) P/ Electricidad;Unidad;399,0299453
27/6/2024;1256;1537;Caja de Paso de embutir  PVC;Unidad;6.886,17
27/6/2024;1256;146;Conector PVC p/ Tubo Semi Pesado 25mm;Unidad;255,5588249
27/6/2024;1256;1909;Caja PVC 36 DIN para embutir c/ puerta;Unidad;38.182,38
27/6/2024;1256;1910;Caja PVC 24 DIN para embutir c/ puerta;Unidad;28.820,59
27/6/2024;1256;1904;- Corrección por redondeo -;Unidad;8,718160458
26/6/2024;1255;778;Union PVC p/ Tubo Semi Pesado 20mm;Unidad;105,1303665
26/6/2024;1255;85;Caja PVC p/ Embutir Octogonal Grande P/ Electricidad;Unidad;854,3244408
26/6/2024;1255;1909;Caja PVC 36 DIN para embutir c/ puerta;Unidad;36.476,20
26/6/2024;1255;1910;Caja PVC 24 DIN para embutir c/ puerta;Unidad;29.180,56
26/6/2024;1255;970;Gancho Centro 3/16 ;Unidad;852,0103918
26/6/2024;1255;1489;Caja PVC p/ Embutir Octogonal Chica P/ Electricidad;Unidad;394,4972085
26/6/2024;1255;86;Caja PVC p/ Embutir Rectangular P/ Electricidad;Unidad;394,493612
26/6/2024;1255;1537;Caja de Paso de embutir  PVC;Unidad;6.970,24
26/6/2024;1255;146;Conector PVC p/ Tubo Semi Pesado 25mm;Unidad;300,9541221
26/6/2024;1255;145;Conector PVC p/ Tubo Semi Pesado 20mm;Unidad;141,1067557
26/6/2024;1255;775;Tubo PVC p/ Luz Semi Pesado 25mm x 3mts;Unidad;2.090,91
26/6/2024;1255;774;Tubo PVC p/ Luz Semi Pesado 20mm x 3mts;Unidad;1.480,37
26/6/2024;1255;779;Union PVC p/ Tubo Semi Pesado 25mm;Unidad;151,5180842
26/6/2024;1255;1911;Caja PVC p/ Embutir Cuadrada chica (mignon 5x5) P/ Electricidad;Unidad;439,2879393
26/6/2024;1255;84;Caja PVC p/ Embutir Cuadrada P/ Electricidad;Unidad;1.095,97
24/6/2024;1239;297;Hierro Nerv Ø12mm x 12 mts;Unidad;15.582,50
24/6/2024;1239;1904;- Corrección por redondeo -;Unidad;0,641668213
18/6/2024;1250;1850;Aditivo Superfluidificante p/ m3 x lts;lts;2.627,85
13/6/2024;1109;17;Alambre Negro nº 16 x kg;Kilos;3.566,23
12/6/2024;1106;337;Latex Exterior Color x 20 lts;Unidad;460.216,31
12/6/2024;1106;337;Latex Exterior Color x 20 lts;Unidad;193.091,01
12/6/2024;1106;343;Latex Interior Lavable x 20 lts;Unidad;182.430,75
12/6/2024;1106;1260;Latex Interior Color x 1 lts ;Unidad;10.950,01
12/6/2024;1106;1863;Pintura p/ Pisos deportivo x 4lts;Unidad;39.317,68
12/6/2024;1106;329;Latex Cielorraso x 10 lts;Unidad;205.327,43
12/6/2024;1106;336;Latex Exterior Color x 10 lts;Unidad;114.330,51
12/6/2024;1106;1260;Latex Interior Color x 1 lts ;Unidad;15.595,46
12/6/2024;1106;1260;Latex Interior Color x 1 lts ;Unidad;15.418,18
12/6/2024;1106;1789;DESCUENTO;Unidad;122.636,49
12/6/2024;1106;1789;DESCUENTO;Unidad;218.839,45
12/6/2024;1106;1789;DESCUENTO;Unidad;75.781,53
12/6/2024;1106;1789;DESCUENTO;Unidad;52.682,05
11/6/2024;1105;18;Alambre Negro nº 9 x kg;Kilos;2.997,53
10/6/2024;1102;102;Cantonera Galva 32x32x2600mm x un;Unidad;2.957,47
10/6/2024;1102;658;Solera Galva 35x30x2600mm x un;Unidad;4.133,61
10/6/2024;1102;1652;Buña Perimetral 15 x 8.5 x 2.600 mm;Unidad;3.938,62
10/6/2024;1102;1789;DESCUENTO;Unidad;102.334,50
10/6/2024;1103;17;Alambre Negro nº 16 x kg;Kilos;3.545,87
10/6/2024;1104;1862;PVC Ramal Simple de Ø160;Unidad;9.063,13
10/6/2024;1104;1044;PVC Tapa Hembra ?160 Awaduct;Unidad;1.201,41
6/6/2024;1099;442;Pegamento p/ Porcelanato x 30 kg;Unidad;14.385,32
6/6/2024;1100;116;Cemento Normal x 50 kg;Unidad;8.656,67
6/6/2024;1101;1791;Aro p/ Camara Inspeccion PVC;Unidad;75.345,07
6/6/2024;1101;615;PVC Ramal T Ø110 x 3,2;Unidad;2.936,84
6/6/2024;1101;608;PVC Codo a 90° Ø110 3,2;Unidad;3.178,75
6/6/2024;1101;1418;Pegamento p/ PVC x 250 CC;Unidad;6.886,86
6/6/2024;1101;1459;PVC Curva a 45° Ø50 3,2;Unidad;537,5007424
6/6/2024;1101;1440;PVC Tapa Hembra Ø110;Unidad;519,1988079
6/6/2024;1101;609;PVC Codo a 90° Ø50 3,2;Unidad;493,9098502
3/6/2024;1098;307;Hormigon H21 x m3;metro 3;140.248,54
3/6/2024;1098;24;Alquiler Bomba hormigon x hrs;Horas;3.940,67
3/6/2024;1098;1851;Traslado de bomba p/ Hormigon x un;Unidad;394.064,16
3/6/2024;1098;1850;Aditivo Superfluidificante p/ m3 x lts;lts;3.403,25
31/5/2024;1096;116;Cemento Normal x 50 kg;Unidad;7.925,57
31/5/2024;1096;302;Hierro Nerv Ø6mm x 12 mts;Unidad;4.081,10
31/5/2024;1096;442;Pegamento p/ Porcelanato x 30 kg;Unidad;18.107,91
31/5/2024;1096;651;Sellador Elastico p/ Pared x 300ml;Unidad;3.281,97
31/5/2024;1097;1456;PVC Codo a 90° Ø40 3.2;Unidad;303,6800859
31/5/2024;1097;1459;PVC Curva a 45° Ø50 3,2;Unidad;510,5076436
31/5/2024;1097;1455;PVC Curva a 45° Ø40 3.2;Unidad;370,3746031
31/5/2024;1097;610;PVC Cupla Reduccion a Ø63 x Ø50 3,2;Unidad;317,2908231
31/5/2024;1097;1418;Pegamento p/ PVC x 250 CC;Unidad;1.362,11
31/5/2024;1097;650;Sellador de Silicona x 300ml;Unidad;7.402,97
31/5/2024;1097;1164;"Flexible Cromo ?1/2"""" x 30 cm x un""";Unidad;8.626,78
31/5/2024;1097;1164;"Flexible Cromo ?1/2"""" x 30 cm x un""";Unidad;7.217,78
31/5/2024;1097;1832;"Flexible Cromo ?1/2"""" x 40 cm x un""";Unidad;10.525,10
31/5/2024;1097;387;Masilla x kg;Kilos;7.163,54
31/5/2024;1097;1165;Flexible Descarga Cromo ?40mm ;Unidad;764,1475312
31/5/2024;1097;1861;Sifon Simple PVC p/ bacha;Unidad;3.032,69
31/5/2024;1097;1695;Teflon 3/4 x 20 mts;Unidad;2.746,11
31/5/2024;1097;1101;Cañamo x 250 grs;Unidad;4.178,83
28/5/2024;1095;367;Malla Sima Soldada Ø8mm 2,40 x 6,00 mts 15 x15;Unidad;156.329,72
27/5/2024;1089;33;Arena x m3;metro 3;9.551,47
27/5/2024;1089;101;Canto Rodado 1-2 x m3;metro 3;9.551,40
27/5/2024;1089;213;Flete;Unidad;52.532,27
27/5/2024;1090;32;Arena en Bolson x un;Unidad;32.832,41
27/5/2024;1091;18;Alambre Negro nº 9 x kg;Kilos;3.376,93
27/5/2024;1091;140;"Clavo Pta Paris 2 1/2"" x kg";Kilos;3.110,87
27/5/2024;1091;141;"Clavo Pta Paris 2"" x kg";Kilos;3.359,78
27/5/2024;1092;17;Alambre Negro nº 16 x kg;Kilos;3.221,04
27/5/2024;1093;560;Placa de Yeso STD 1200x2400x12,5 x un;Unidad;21.323,92
27/5/2024;1093;723;Tornillo T1 Pta Aguja x un;Unidad;24,32101275
27/5/2024;1093;725;Tornillo T2 Pta Aguja x un;Unidad;20,84783296
27/5/2024;1093;692;Tarugo Nro 6 c/ Tope;Unidad;17,5325686
27/5/2024;1093;721;Tornillo T/mittofix 5x45mm x un;Unidad;55,00468671
27/5/2024;1093;1789;DESCUENTO;Unidad;401.774,55
27/5/2024;1094;659;Solera Galva 70x28x2600mm x un;Unidad;6.090,90
27/5/2024;1094;421;Montante Galva 69x35x2600mm x un;Unidad;6.767,62
27/5/2024;1094;658;Solera Galva 35x30x2600mm x un;Unidad;4.420,97
27/5/2024;1094;102;Cantonera Galva 32x32x2600mm x un;Unidad;3.162,99
27/5/2024;1094;1789;DESCUENTO;Unidad;270.464,91
23/5/2024;1085;1713;PVC Caño 160 x 4 mts;Unidad;29.259,92
23/5/2024;1085;1714;PVC Codo a 90 MH 160;Unidad;4.471,89
23/5/2024;1085;213;Flete;Unidad;11.937,43
23/5/2024;1086;353;Listones de madera x mts;mts;915,1995249
23/5/2024;1086;213;Flete;Unidad;7.162,35
23/5/2024;1087;1802;"PP Adaptador p/ Tanque Ø1"" 1/2""";Unidad;2.615,28
23/5/2024;1087;1318;"PPN Union Doble ?1"""" """;Unidad;4.640,50
23/5/2024;1087;1803;"PPN Entrerrosca ?1"""" 1/2""""";Unidad;536,5430322
23/5/2024;1087;1804;"Valvula Esferica ?1""""1/2""";Unidad;9.381,16
23/5/2024;1087;244;"Fusion Tubo Macho Ø50mm x 1"" 1/2"" Ins Met";Unidad;20.988,27
23/5/2024;1087;1860;Fusion Caño Ø50mm x 4 mts;Unidad;17.418,02
23/5/2024;1088;1688;Arco Nivelador/ Espaciador Bolsa x 150 Unid;Unidad;4.088,20
22/5/2024;1084;826;Manta Geotextil x mts;Unidad;3.215,95
21/5/2024;1081;1670;Tornillo T1 Pta Mecha c/ Alas x un;Unidad;70,35610269
21/5/2024;1081;381;Masilla LPU Balde x 32 kg;Unidad;42.521,93
21/5/2024;1081;723;Tornillo T1 Pta Aguja x un;Unidad;23,21165376
21/5/2024;1081;1789;DESCUENTO;Unidad;108.949,66
21/5/2024;1081;725;Tornillo T2 Pta Aguja x un;Unidad;21,31732311
21/5/2024;1082;1795;Clip Fijación p/ Zócalo;Unidad;225,1077378
21/5/2024;1082;819;Zocalo de PVC x mts;mts;4.119,03
21/5/2024;1083;407;Membrana Liquida Fibrada x 20 lts;Unidad;158.171,15
21/5/2024;1083;651;Sellador Elastico p/ Pared x 300ml;Unidad;17.419,75
20/5/2024;1079;1809;Perfil Pasamanos de Aluminio Varios x mts;mts;20.175,38
20/5/2024;1079;1810;Perfil Guía Inferior de Aluminio Varios x mts;mts;5.460,82
20/5/2024;1079;1811;Perfil Tapa Inferior de Aluminio Varios x mts;mts;4.193,32
20/5/2024;1079;1819;Tapa Base p/ Columna Aluminio x un;Unidad;897,2592109
20/5/2024;1079;1815;Soporte p/ Columna Aluminio x un;Unidad;971,843938
20/5/2024;1079;1813;Burlete o/ Vidrio de Baranda Aluminio x mts;mts;1.956,57
20/5/2024;1079;1815;Soporte p/ Columna Aluminio x un;Unidad;1.345,67
20/5/2024;1079;1817;"Bulon c/ Hexagonal 1/4"" x 1/2""";Unidad;181,472804
20/5/2024;1079;1818;Tuerca Autofrenante Varias x un;Unidad;448,6681001
20/5/2024;1079;30;Arandela plana;Unidad;71,83650207
20/5/2024;1079;1812;Perfil Columna de Aluminio p/ Baranda Varios x mts;mts;24.029,56
20/5/2024;1079;1812;Perfil Columna de Aluminio p/ Baranda Varios x mts;mts;24.029,39
20/5/2024;1079;1816;Tapa c/ Tornillo p/ Soporte Columna Aluminio x un;Unidad;298,1404208
20/5/2024;1079;1814;Anclaje p/ Fijaciones de Baranda Aluminio x un;Unidad;20.885,16
20/5/2024;1079;1817;"Bulon c/ Hexagonal 1/4"" x 1/2""";Unidad;181,4639773
20/5/2024;1079;30;Arandela plana;Unidad;71,83351681
20/5/2024;1079;1818;Tuerca Autofrenante Varias x un;Unidad;448,6531032
20/5/2024;1079;1818;Tuerca Autofrenante Varias x un;Unidad;89,05340048
20/5/2024;1080;504;"Perfil Planchuela 2"" x 3/16"" (50,8x4,8) x mts";mts;3.794,96
20/5/2024;1080;734;Tubo Estructural Cuad 40 x 40 x mts;mts;6.056,32
20/5/2024;1080;1822;Hierro Liso Ø3/4 (19.1mm) x 6mts;Unidad;4.290,52
20/5/2024;1080;1759;Bisagra Municion p/ Soldar;Unidad;1.957,17
20/5/2024;1080;119;Cerradura Varias x un;Unidad;16.626,62
20/5/2024;1080;706;Thiner x 5lts;Unidad;16.021,04
20/5/2024;1080;649;Rodillos Nro 8;Unidad;767,4362991
16/5/2024;1077;366;Malla Sima Soldada Ø6mm 2,40 x 6,00 mts 15 x 15;Unidad;78.139,39
16/5/2024;1078;307;Hormigon H21 x m3;metro 3;140.154,78
16/5/2024;1078;1851;Traslado de bomba p/ Hormigon x un;Unidad;411.704,75
16/5/2024;1078;24;Alquiler Bomba hormigon x hrs;Horas;4.117,02
16/5/2024;1078;1850;Aditivo Superfluidificante p/ m3 x lts;lts;6.205,32
15/5/2024;1076;1688;Arco Nivelador/ Espaciador Bolsa x 150 Unid;Unidad;5.377,69
15/5/2024;1076;1683;Cuña Dentada Para nivelador x Bolsa;Unidad;55,82940001
15/5/2024;1076;73;Buña Listel Metalico Acero Inox Brillante x un;Unidad;25.777,09
15/5/2024;1076;1789;DESCUENTO;Unidad;261.194,86
12/5/2024;1135;1696;Hierro Nerv Ø6mm x 6mts;Unidad;0
12/5/2024;1135;296;Hierro Nerv Ø10mm x 12 mts;Unidad;181,379106
12/5/2024;1135;300;Hierro Nerv Ø25mm x 12 mts;Unidad;0,986178289
10/5/2024;1240;1057;Adhesivo Sikadur 32 Bicomp x 1kg;Unidad;56.211,79
8/5/2024;1241;1057;Adhesivo Sikadur 32 Bicomp x 1kg;Unidad;56.211,42
7/5/2024;1064;1828;Bomba Centrifuga 0.75Hp  3/4Hp;Unidad;286.577,77
7/5/2024;1064;1829;Bomba Sumergible Cuerpo Acero Inox 1.5Hp;Unidad;549.858,87
7/5/2024;1065;320;Ladrillo Comun x un;Unidad;107,3912996
7/5/2024;1066;33;Arena x m3;metro 3;7.298,58
7/5/2024;1067;33;Arena x m3;metro 3;14.318,65
7/5/2024;1068;33;Arena x m3;metro 3;13.523,08
7/5/2024;1069;33;Arena x m3;metro 3;14.795,75
7/5/2024;1070;32;Arena en Bolson x un;Unidad;38.182,34
7/5/2024;1070;1098;Canto Rodado 1-2 x Bolson;Unidad;79.585,79
7/5/2024;1071;32;Arena en Bolson x un;Unidad;31.022,75
7/5/2024;1072;295;Hidrofugo x 200 lts;Unidad;15.848,36
7/5/2024;1072;442;Pegamento p/ Porcelanato x 30 kg;Unidad;8.525,69
7/5/2024;1073;116;Cemento Normal x 50 kg;Unidad;6.930,66
7/5/2024;1073;88;Cal Hidratada x 25 kg;Unidad;3.490,89
7/5/2024;1074;115;Cemento Albañilería x 40 kg;Unidad;6.791,39
7/5/2024;1074;814;Yeso Monocapa Manual x 25kg;Unidad;3.591,38
7/5/2024;1074;1563;Yeso Tradicional x 40 kg;Unidad;5.972,18
7/5/2024;1074;116;Cemento Normal x 50 kg;Unidad;7.834,86
7/5/2024;1075;116;Cemento Normal x 50 kg;Unidad;9.102,81
7/5/2024;1075;115;Cemento Albañilería x 40 kg;Unidad;7.081,35
7/5/2024;1075;296;Hierro Nerv Ø10mm x 12 mts;Unidad;14.085,22
7/5/2024;1075;302;Hierro Nerv Ø6mm x 12 mts;Unidad;5.284,82
30/4/2024;1242;823;Adhesivo Sikadur 31 Bicomp x 1 kg;Unidad;44.370,91
26/4/2024;1061;1388;"Tabla de Saligna de 1""x6"" x mts";mts;887,4126015
26/4/2024;1061;202;Fenolico Industrial 1,22 x 2,44 mts x un;Unidad;26.905,04
26/4/2024;1062;202;Fenolico Industrial 1,22 x 2,44 mts x un;Unidad;29.547,32
26/4/2024;1063;710;Tirante de madera Varios x mts;mts;1.197,98
26/4/2024;1059;302;Hierro Nerv Ø6mm x 12 mts;Unidad;5.180,31
26/4/2024;1059;303;Hierro Nerv Ø8mm x 12 mts;Unidad;8.792,69
26/4/2024;1059;296;Hierro Nerv Ø10mm x 12 mts;Unidad;13.726,91
26/4/2024;1059;297;Hierro Nerv Ø12mm x 12 mts;Unidad;19.454,90
26/4/2024;1059;298;Hierro Nerv Ø16mm x 12 mts;Unidad;35.840,20
26/4/2024;1059;299;Hierro Nerv Ø20mm x 12 mts;Unidad;56.130,35
26/4/2024;1059;300;Hierro Nerv Ø25mm x 12 mts;Unidad;87.608,31
25/4/2024;1060;710;Tirante de madera Varios x mts;mts;1.197,93
25/4/2024;1060;202;Fenolico Industrial 1,22 x 2,44 mts x un;Unidad;26.903,22
25/4/2024;1060;1388;"Tabla de Saligna de 1""x6"" x mts";mts;774,7477947
25/4/2024;1060;1388;"Tabla de Saligna de 1""x6"" x mts";mts;887,3361962
17/4/2024;1246;307;Hormigon H21 x m3;metro 3;148.516,04
17/4/2024;1246;1850;Aditivo Superfluidificante p/ m3 x lts;lts;2.624,51
17/4/2024;1246;24;Alquiler Bomba hormigon x hrs;Horas;4.115,69
17/4/2024;1246;1851;Traslado de bomba p/ Hormigon x un;Unidad;411.566,16
17/4/2024;1246;1907;Acelerante de Endurecimiento x m3;lts;3.578,81
16/4/2024;1254;1489;Caja PVC p/ Embutir Octogonal Chica P/ Electricidad;Unidad;447,674499
16/4/2024;1254;970;Gancho Centro 3/16 ;Unidad;868,1725783
16/4/2024;1254;145;Conector PVC p/ Tubo Semi Pesado 20mm;Unidad;143,7908406
16/4/2024;1254;778;Union PVC p/ Tubo Semi Pesado 20mm;Unidad;107,1154041
16/4/2024;1254;775;Tubo PVC p/ Luz Semi Pesado 25mm x 3mts;Unidad;2.372,75
16/4/2024;1254;779;Union PVC p/ Tubo Semi Pesado 25mm;Unidad;154,3961715
16/4/2024;1254;1077;Cable Chato 2 x 1,5mm SimiPlomo ;mts;1.024,34
16/4/2024;1254;952;FOTOCELULA SUN III 220 V 6A SICA;Unidad;4.843,25
16/4/2024;1254;1908;Reflector Proyector LED 100W;Unidad;24.436,08
16/4/2024;1254;774;Tubo PVC p/ Luz Semi Pesado 20mm x 3mts;Unidad;1.679,85
16/4/2024;1254;1904;- Corrección por redondeo -;Unidad;0,522492535
9/4/2024;1058;814;Yeso Monocapa Manual x 25kg;Unidad;8.465,47
9/4/2024;1058;319;Ladrillo Ceramico 8 x 18 x 33 cm x un;Unidad;451,5564154
9/4/2024;1058;318;Ladrillo Ceramico 18 x 18 x 33 cm x un;Unidad;762,8257007
9/4/2024;1058;213;Flete;Unidad;15.304,67
9/4/2024;1058;1681;Cantonera P/ Yeso x 2mt Galvanizada;Unidad;4.096,44
9/4/2024;1058;1789;DESCUENTO;Unidad;82.577,99
9/4/2024;1243;823;Adhesivo Sikadur 31 Bicomp x 1 kg;Unidad;44.360,76
26/3/2024;1057;1680;Telgopor Molido x 0.20m;Unidad;8.950,36
26/3/2024;1057;116;Cemento Normal x 50 kg;Unidad;9.681,43
20/3/2024;1055;309;Hormigon RDC x m3;metro 3;91.398,80
20/3/2024;1056;309;Hormigon RDC x m3;metro 3;109.074,59
14/3/2024;1054;302;Hierro Nerv Ø6mm x 12 mts;Unidad;4.668,65
14/3/2024;1054;303;Hierro Nerv Ø8mm x 12 mts;Unidad;7.858,32
14/3/2024;1054;296;Hierro Nerv Ø10mm x 12 mts;Unidad;12.268,65
14/3/2024;1054;297;Hierro Nerv Ø12mm x 12 mts;Unidad;17.497,04
14/3/2024;1054;298;Hierro Nerv Ø16mm x 12 mts;Unidad;29.949,39
14/3/2024;1054;299;Hierro Nerv Ø20mm x 12 mts;Unidad;46.828,40
14/3/2024;1054;300;Hierro Nerv Ø25mm x 12 mts;Unidad;72.990,43
27/2/2024;1045;18;Alambre Negro nº 9 x kg;Kilos;3.106,62
27/2/2024;1046;202;Fenolico Industrial 1,22 x 2,44 mts x un;Unidad;23.316,70
27/2/2024;1047;17;Alambre Negro nº 16 x kg;Kilos;3.244,77
27/2/2024;1047;18;Alambre Negro nº 9 x kg;Kilos;3.078,11
27/2/2024;1048;116;Cemento Normal x 50 kg;Unidad;6.928,85
27/2/2024;1049;116;Cemento Normal x 50 kg;Unidad;6.928,82
27/2/2024;1049;319;Ladrillo Ceramico 8 x 18 x 33 cm x un;Unidad;394,5929125
27/2/2024;1049;317;Ladrillo Ceramico 12 x 18 x 33 cm x un;Unidad;430,8344635
27/2/2024;1050;17;Alambre Negro nº 16 x kg;Kilos;3.668,70
27/2/2024;1052;116;Cemento Normal x 50 kg;Unidad;6.928,66
27/2/2024;1052;302;Hierro Nerv Ø6mm x 12 mts;Unidad;1.989,48
27/2/2024;1052;296;Hierro Nerv Ø10mm x 12 mts;Unidad;1.895,00
27/2/2024;1053;116;Cemento Normal x 50 kg;Unidad;6.928,55
27/12/2023;1044;116;Cemento Normal x 50 kg;Unidad;4.969,70
27/12/2023;1044;814;Yeso Monocapa Manual x 25kg;Unidad;3.892,41
22/12/2023;1043;810;Vigueta p/ Techo 5,80 mts;Unidad;15.354,39
